item_id,cefr_grade,learning_focus,text_sample,language_analysis.token_count,language_analysis.distinct_tokens,language_analysis.grammatical_complexity,language_analysis.sentence_structure,language_analysis.avg_words_per_sentence,skill_assessment.function_type,skill_assessment.cognitive_level,skill_assessment.interaction_mode,pedagogical_info.learning_outcome,pedagogical_info.teaching_context,pedagogical_info.assessment_type,technical_details.creation_date,technical_details.dataset_version,technical_details.processing_model
A2_110,A2,decision making,"When making decisions, it is important to think carefully. You should consider all the options and choose the best one. Sometimes it can be difficult to decide, but it is important to stay calm and take your time. It is also a good idea to ask for advice from others before making a decision.",54,41,2,4,13.5,evaluative,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_111,A2,comparative evaluation,"Comparative evaluation is comparing two or more things to see which is better. For example, if you are comparing two cars, you might look at their price, speed, and fuel efficiency. After evaluating these factors, you can decide which car is the best option for you. Comparing and evaluating different options can help you make a smart decision.",58,45,5,4,14.5,evaluative,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_112,A2,evidence assessment,"When assessing evidence, it is important to carefully examine the information presented. This involves looking at facts, data, and details to determine their reliability and relevance to the topic. By analyzing evidence in this way, one can make informed conclusions and decisions based on the available information. It is crucial to be thorough and systematic in evaluating evidence to ensure accuracy in findings.",63,48,7,4,15.75,evaluative,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_113,A2,logical reasoning,"Logical reasoning is when you use your brain to think through a problem. You look at the facts and make a decision based on what you know. For example, if it is raining outside, you might decide to bring an umbrella. This is using logic to solve a problem. Logical reasoning helps us make good choices in our daily lives.",60,47,7,5,12.0,evaluative,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_114,A2,argument construction,"When we make an argument, we first state our opinion. Then we give reasons to support our opinion. Next, we provide examples or evidence to back up our reasons. Finally, we conclude by restating our opinion. This helps us to persuade others to agree with us.",46,34,1,5,9.2,evaluative,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_115,A2,cultural awareness,"Cultural awareness means understanding and respecting different customs, traditions, and beliefs of people from various backgrounds. It helps us to appreciate diversity and create a more inclusive society. By learning about other cultures, we can build stronger relationships and avoid misunderstandings. It is important to be open-minded and curious about different ways of life.",54,45,4,4,13.5,cultural,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_116,A2,diversity appreciation,"Diversity appreciation is important because it helps us learn about different cultures and ways of life. By understanding and respecting others' differences, we can create a more inclusive and harmonious community. It is good to celebrate diversity by participating in cultural events and getting to know people from various backgrounds. We should always treat others with kindness and acceptance, no matter how different they may be from us.",68,56,4,4,17.0,cultural,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_117,A2,global mindset,Having a global mindset means being open to different cultures and ideas from around the world. People with a global mindset are curious about other countries and enjoy learning about new things. They believe that everyone is important no matter where they come from. A global mindset helps us understand and respect people who are different from us.,58,44,3,4,14.5,cultural,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_118,A2,cross-cultural teams,"Cross-cultural teams are made up of people from different countries or cultures. They work together to achieve a common goal. Communication can sometimes be a challenge, but by being open-minded and respectful, team members can learn from each other's differences. It is important for cross-cultural teams to celebrate diversity and work together harmoniously.",53,44,2,4,13.25,cultural,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_119,A2,international etiquette,"When meeting people from other countries, it is important to be polite and respectful. In many cultures, shaking hands is a common greeting. In Japan, bowing is a sign of respect. It is also important to avoid talking loudly or interrupting others during conversations. Remembering these basic rules of international etiquette can help create positive interactions with people from different backgrounds.",61,50,8,5,12.2,cultural,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_120,A2,cultural adaptation,"Cultural adaptation is when someone learns about and adjusts to a new culture. People may try new foods, learn new customs, and make new friends. It can be challenging at first, but with time, people can feel comfortable in their new surroundings. Adapting to a new culture can help people build relationships and understand different ways of thinking.",58,45,2,4,14.5,cultural,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_121,A2,giving instructions,"To give instructions, you need to use clear and simple language. For example, you can say ""turn left"" or ""press the button."" It is important to be patient and repeat the instructions if needed. Following instructions carefully will help you complete tasks successfully.",43,36,3,4,10.75,interpersonal,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_122,A2,making suggestions,"When you want to make a suggestion, you can use phrases like ""I think we should"" or ""Why don't we?"" For example, you can say, ""I think we should go to the park"" or ""Why don't we watch a movie?"" It's important to be polite and listen to others' suggestions too. Making suggestions can help you and your friends decide on fun activities to do together.",66,47,1,4,16.5,interpersonal,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_123,A2,expressing agreement,"When we agree with someone, we can say ""I agree"" or ""me too."" It shows that we have the same opinion. For example, if a friend says they like pizza, we can respond with ""I like pizza too!"" This is a way to show agreement and connect with others.",49,40,0,4,12.25,interpersonal,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_124,A2,sharing opinions,"Sharing opinions is important because it helps us understand each other better. When we share our thoughts, we can learn new things and see different perspectives. It is good to listen to others and not judge their opinions. We should respect each other's viewpoints and try to find common ground.",50,41,1,4,12.5,interpersonal,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_125,A2,making requests,"When you need something, you can make a request by asking politely. For example, you can say, ""Can I have a glass of water, please?"" or ""Could you help me carry these boxes?"" Making requests is a normal part of communication and it's important to be polite when asking for help or things you need.",55,42,4,4,13.75,interpersonal,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_126,A2,offering help,"I always offer help to my friends and family. Yesterday, I helped my mom clean the house. Today, I will help my friend study for a test. I like to help others because it makes me feel happy. If you need help, just ask me!",45,37,2,5,9.0,interpersonal,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_127,A2,childhood memories,"When I was a child, I played with my friends every day after school. We would ride our bikes, play tag, and have picnics in the park. I remember laughing and having so much fun. Sometimes we would have sleepovers and stay up late telling stories. Those memories are very special to me.",53,46,4,5,10.6,narrative,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_128,A2,travel adventures,"I like to go on travel adventures. Last year, I went to the beach and swam in the ocean. It was so much fun! I also visited a big city and saw tall buildings. I took lots of pictures to remember my trip. Next time, I want to go camping in the mountains.",53,41,2,6,8.833333333333334,narrative,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_129,A2,career goals,"My career goal is to become a teacher. I enjoy helping students learn new things and seeing them succeed. In the past, I have volunteered at a local school to gain experience. I hope to continue working hard and eventually become a full-time teacher.",44,35,5,4,11.0,narrative,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_130,A2,learning experiences,"When I was in school, I had many learning experiences. I learned about animals, plants, and numbers. My teacher taught me how to read and write. I also learned how to add and subtract. These experiences were fun and helped me grow smarter.",43,33,4,5,8.6,narrative,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_131,A2,cultural encounters,"Cultural encounters happen when people from different backgrounds meet and learn about each other's traditions. They can be exciting and sometimes challenging. For example, trying new foods or listening to unfamiliar music can be part of a cultural encounter. These experiences help us broaden our perspectives and appreciate diversity.",49,44,3,4,12.25,narrative,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_132,A2,personal achievements,"I have achieved many things in my life. Last year, I graduated from college with a degree in business. I also learned how to play the guitar and performed in a talent show. I am proud of these accomplishments and look forward to achieving more in the future.",48,38,5,4,12.0,narrative,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_133,A2,environmental issues,Many people throw trash on the ground. This hurts the environment. Animals can eat the trash and get sick. Pollution from cars and factories also harms nature. We must recycle and use less plastic to help protect the earth.,39,33,0,5,7.8,analytical,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_134,A2,technological advances,"Technology has advanced a lot in recent years. People use smartphones to communicate and take photos. Computers help us do work and play games. Some cars can drive themselves now. In the past, we didn't have these things. Technology is always changing and improving.",44,40,2,6,7.333333333333333,analytical,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_135,A2,health trends,"In recent years, health trends have focused on eating more fruits and vegetables, and exercising regularly. Many people have started to drink more water and less sugary drinks. Some have also been trying to get more sleep to improve their health. These trends have helped many people feel better and have more energy throughout the day.",56,41,6,4,14.0,analytical,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_136,A2,educational changes,"In the past, students used to learn only from textbooks. Now, there are many new ways to learn, like using computers and tablets in class. Teachers also use videos and interactive games to help students understand better. These changes make learning more fun and interesting for students.",47,41,5,4,11.75,analytical,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_137,A2,economic developments,"In recent years, there has been a growth in the economy. Many new businesses have opened, creating more jobs for people. Prices have also gone up a little, but people are still able to afford the things they need. Overall, the economic developments have been positive for the community.",49,40,1,4,12.25,analytical,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_138,A2,social movements,"Social movements are groups of people who work together to bring about change in society. They often protest or march to raise awareness about issues like human rights or the environment. In the past, social movements have helped to end segregation and gain rights for women. Today, social movements continue to fight for equality and justice around the world.",59,44,2,4,14.75,analytical,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_139,A2,problem analysis,"Problem analysis is an important step in finding solutions. First, you need to identify the problem. Then, you should gather information about it. After that, you can analyze the causes and effects of the problem. Finally, you can come up with possible solutions to solve it. This process can help you make better decisions and improve outcomes.",57,45,2,6,9.5,evaluative,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_140,A2,decision making,"Making decisions can be difficult sometimes. We have to think carefully before choosing. Yesterday, I had to decide what to eat for dinner. I thought about my favorite foods and picked pizza. It was a good decision because I enjoyed my meal. It's important to make good choices in our daily lives.",52,45,5,6,8.666666666666666,evaluative,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_141,A2,comparative evaluation,"When we do a comparative evaluation, we compare two or more things to see which one is better. For example, we can compare two cars to see which one has better fuel efficiency. By looking at different aspects like price, features, and performance, we can decide which one is the best choice for us. Comparing things helps us make informed decisions.",61,46,3,4,15.25,evaluative,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_142,A2,evidence assessment,"Evidence assessment involves looking at different pieces of information to determine their reliability and relevance to a certain situation. Researchers carefully examine the evidence to see if it supports or refutes a particular claim. By analyzing the evidence, they can draw conclusions and make informed decisions based on the facts presented.",51,44,5,3,17.0,evaluative,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_143,A2,logical reasoning,"Logical reasoning involves using facts and evidence to make decisions. It helps us think clearly and solve problems. For example, if we see dark clouds in the sky, we can logically conclude that it might rain. By using logical reasoning, we can make better choices and understand the world around us.",51,41,5,4,12.75,evaluative,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_144,A2,argument construction,"When we make an argument, we need to have reasons to support our ideas. First, we state our opinion clearly. Then, we give examples or facts to explain why we think that way. Finally, we summarize our main points. It is important to be respectful and listen to other people's opinions during a discussion.",54,43,2,5,10.8,evaluative,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_145,A2,cultural awareness,"Cultural awareness is important for understanding different customs and traditions. People from different cultures may have different ways of doing things, like eating food or celebrating holidays. By learning about other cultures, we can be more respectful and open-minded towards others. It's good to ask questions and listen to others' stories to learn more about their culture.",57,49,6,4,14.25,cultural,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_146,A2,diversity appreciation,"Diversity appreciation is important. People from different backgrounds bring unique perspectives. This helps us learn new things and become more open-minded. We should respect and celebrate diversity in our communities. By doing so, we can create a more inclusive and harmonious society.",42,37,2,5,8.4,cultural,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_147,A2,global mindset,A global mindset means understanding and respecting different cultures and viewpoints from around the world. People with a global mindset are open to new ideas and ways of thinking. They enjoy learning about different countries and their traditions. It helps them work well with people from diverse backgrounds and build strong relationships.,52,41,3,4,13.0,cultural,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_148,A2,cross-cultural teams,"Cross-cultural teams are when people from different countries work together. They share their ideas and learn about each other's cultures. Sometimes there are misunderstandings, but they can be solved by talking and listening. In the end, cross-cultural teams can be very successful and bring different perspectives to a project.",49,40,3,4,12.25,cultural,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_149,A2,international etiquette,"In different countries, people have different customs and manners. It is important to learn about international etiquette before traveling abroad. For example, in some countries, it is polite to take off your shoes before entering someone's home. Also, it is common to greet people with a handshake in many countries. By following these customs, you can show respect and make a good impression.",63,49,3,5,12.6,cultural,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_150,A2,cultural adaptation,"Cultural adaptation is when people learn about and adjust to a new culture. For example, someone might try new foods, learn dances, or speak a different language. It can be challenging at first, but with time, people can feel more comfortable and connected to the new culture. Adaptation helps people understand and respect different ways of life.",57,44,2,4,14.25,cultural,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_151,A2,giving instructions,"When giving instructions, it is important to speak clearly and use simple words. First, explain what needs to be done. Then, show how to do it step by step. For example, to make a sandwich, first take two slices of bread. Next, put some meat and cheese on one slice. Finally, put the other slice on top and enjoy your sandwich!",61,53,2,6,10.166666666666666,interpersonal,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_152,A2,making suggestions,"When you want to make a suggestion, you can say ""How about..."" or ""We could..."" For example, ""How about going to the park?"" or ""We could watch a movie."" It's a good way to share ideas with others and make plans together. Making suggestions can help everyone decide on what to do next.",53,42,2,4,13.25,interpersonal,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_153,A2,expressing agreement,"When you agree with someone, you can say ""I agree"" or ""I think so too."" You can also nod your head or give a thumbs up to show agreement. It's important to listen to others and respect their opinions. Sometimes it's okay to have different views, but it's nice to find common ground and agree on things together.",58,45,0,4,14.5,interpersonal,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_154,A2,sharing opinions,"When we share opinions, we talk about what we think or feel about something. We can say ""I like"" or ""I don't like"" to express our thoughts. It is important to listen to others' opinions too. Sharing opinions helps us understand different points of view and learn from each other. It is a good way to communicate and connect with others.",61,47,1,5,12.2,interpersonal,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_155,A2,making requests,"When you want something, you can make a request. You can say ""Please"" before your request to be polite. For example, you can say ""Please pass me the salt"" at the dinner table. You can also make requests by asking questions like ""Can you help me?"" or ""Would you mind opening the window?"" Making requests is a common way to ask for things you need.",65,47,3,6,10.833333333333334,interpersonal,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_156,A2,offering help,"When a friend needs help, I always offer to assist. Yesterday, my classmate was struggling with their homework, so I explained the assignment to them. I often volunteer to help my family with chores around the house. It feels good to lend a hand to others.",46,36,3,4,11.5,interpersonal,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_157,A2,childhood memories,"When I was a child, I used to play outside with my friends every day. We would ride our bikes and play games like tag and hide-and-seek. I remember laughing a lot and feeling very happy. Sometimes we would have picnics in the park and eat sandwiches and fruit. These memories are very special to me.",56,44,3,5,11.2,narrative,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_158,A2,travel adventures,"I love traveling to new places and having adventures. Last summer, I visited a beautiful beach and went swimming in the ocean. I also tried new foods like fresh seafood and tropical fruits. This year, I want to go hiking in the mountains and see amazing views. Traveling always makes me happy and excited.",54,42,8,5,10.8,narrative,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_159,A2,career goals,"My career goal is to become a teacher. I have always enjoyed helping others learn and grow. In the past, I have tutored my classmates in different subjects. I believe that being a teacher will allow me to make a positive impact on students' lives and help them succeed in their studies.",52,42,5,4,13.0,narrative,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_160,A2,learning experiences,"I learn many things every day. Yesterday, I learned how to bake cookies with my mom. It was fun and easy. I also learned how to ride a bike last week. It was a bit scary at first, but now I can do it well. Learning new things makes me happy.",51,40,3,6,8.5,narrative,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_161,A2,cultural encounters,"Cultural encounters happen when people from different backgrounds meet and share their traditions. They can learn about each other's customs, food, and beliefs. During a cultural encounter, individuals may ask questions and listen to stories to understand each other better. These experiences can lead to new friendships and a better appreciation for diversity.",53,44,1,4,13.25,narrative,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_162,A2,personal achievements,"I have achieved many things in my life. Last year, I graduated from high school with good grades. I also learned how to play the guitar and performed in front of my friends. I feel proud of these accomplishments and hope to achieve even more in the future.",48,38,4,4,12.0,narrative,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_163,A2,environmental issues,"Environmental issues are a big problem. Pollution harms the air, water, and soil. People must recycle and use less plastic to help the Earth. Planting trees and saving energy are also important. Animals and plants need our help to survive. We can all make a difference by being more eco-friendly.",50,42,4,6,8.333333333333334,analytical,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_164,A2,technological advances,"Technological advances have changed the way we live. In the past, people used landline phones to communicate. Now, we use smartphones to text and call. Computers used to be big and slow, but now they are small and fast. People can now connect with others all over the world through social media. Technology continues to improve every day.",58,47,3,6,9.666666666666666,analytical,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_165,A2,health trends,Health trends are changing. People are eating more vegetables and exercising regularly. They are also drinking lots of water and getting enough sleep. Many are trying to reduce stress by practicing mindfulness. Some are taking up yoga or meditation to relax. It's important to take care of our bodies to stay healthy.,52,43,7,6,8.666666666666666,analytical,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_166,A2,educational changes,"In the past, students used to learn only from books and teachers. Now, with technology, education has changed a lot. Students can use computers and the internet to study. Teachers also use videos and interactive games to teach. These changes make learning more fun and interesting for students.",48,40,5,5,9.6,analytical,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_167,A2,economic developments,"In recent years, the economy has been growing steadily. Many new businesses have opened, creating more jobs for people. The government has also invested in infrastructure projects to improve transportation and communication. Overall, these economic developments have helped to boost the country's economy and improve the standard of living for its citizens.",52,41,5,4,13.0,analytical,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_168,A2,social movements,"Social movements are groups of people who come together to bring about change in society. They often protest or campaign for things like equality, justice, or environmental protection. In the past, social movements have helped to secure rights for marginalized groups and improve living conditions for many people. Today, social media plays a big role in spreading awareness and mobilizing supporters for these movements.",64,52,6,4,16.0,analytical,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_169,A2,problem analysis,"Problem analysis is a way to understand and solve problems. First, you identify the problem. Then, you gather information about it. After that, you analyze the information to find the cause of the problem. Finally, you can come up with a solution. It helps to break down the problem into smaller parts to make it easier to solve.",58,42,0,6,9.666666666666666,evaluative,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_170,A2,decision making,"When making decisions, it is important to think carefully. I usually consider the pros and cons of each option before choosing. Yesterday, I had to decide what to have for lunch. I thought about getting a sandwich or a salad. In the end, I chose the sandwich because I was feeling hungry. It turned out to be a tasty choice!",60,47,5,6,10.0,evaluative,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_171,A2,comparative evaluation,"Comparative evaluation is when you compare two or more things to see which one is better. For example, you can compare prices, sizes, or qualities of different products. You can also compare people's skills or abilities. By doing this, you can make a decision on which option is the best for you. Comparing things helps you to make informed choices.",60,43,3,5,12.0,evaluative,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_172,A2,evidence assessment,"When we assess evidence, we look at facts to see if they support a claim. We examine things like documents, witness statements, and physical objects. It helps us understand what really happened in a situation. By carefully reviewing evidence, we can make better decisions and solve problems effectively.",48,42,4,4,12.0,evaluative,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_173,A2,logical reasoning,"Logical reasoning is using your brain to think carefully and make good decisions. You can use logic to solve problems and figure things out. For example, if you have two apples and you eat one, you know you have one left because you used logical reasoning. It's important to practice logical thinking to help you make smart choices in everyday life.",61,46,5,4,15.25,evaluative,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_174,A2,argument construction,"When we make an argument, we need to have a clear point. First, we state our opinion. Then, we give reasons to support our opinion. Next, we provide examples or evidence to back up our reasons. Finally, we conclude by restating our opinion. By following these steps, we can construct a strong argument.",53,38,3,6,8.833333333333334,evaluative,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_175,A2,cultural awareness,"Cultural awareness is important for understanding different customs and traditions. People from different cultures may have unique ways of greeting, eating, and celebrating. By learning about other cultures, we can show respect and appreciation for diversity. It helps us to communicate effectively and build positive relationships with people from all around the world.",53,46,3,4,13.25,cultural,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_176,A2,diversity appreciation,"Diversity appreciation is important because it helps us understand and respect people who are different from us. We can learn about different cultures, languages, and traditions. By appreciating diversity, we can create a more inclusive and accepting community. It is important to treat everyone with kindness and respect, no matter how different they may be from us.",57,45,2,4,14.25,cultural,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_177,A2,global mindset,"A global mindset means understanding and appreciating different cultures. People with a global mindset are open to new ideas and ways of thinking. They enjoy learning about other countries and their traditions. By having a global mindset, we can build stronger relationships with people from around the world.",48,39,4,4,12.0,cultural,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_178,A2,cross-cultural teams,"Cross-cultural teams work together with people from different countries. They share ideas and learn about each other's customs. Sometimes, there may be misunderstandings, but they can solve problems by talking and listening. In the end, working in a cross-cultural team can be a rewarding experience.",45,38,3,4,11.25,cultural,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_179,A2,international etiquette,"International etiquette is important when interacting with people from different cultures. It is polite to greet others with a smile and a handshake. It is also respectful to use proper table manners when dining with others. In some cultures, it is customary to remove your shoes before entering someone's home. Remembering these basic etiquette rules can help you make a good impression and show respect to others.",67,51,4,5,13.4,cultural,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_180,A2,cultural adaptation,"Cultural adaptation is when people adjust to a new culture. For example, when someone moves to a different country, they may need to learn new customs and traditions. They might also try new foods and learn a new language. It can be challenging at first, but with time, they can feel more comfortable in their new environment.",57,43,2,4,14.25,cultural,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_181,A2,giving instructions,"To give instructions, first, gather all the necessary materials. Then, explain each step clearly and slowly. Make sure to use simple language and gestures to help understand. Finally, check if the person following the instructions has any questions and offer help if needed. Following these steps will ensure that the instructions are clear and easy to follow.",57,44,3,5,11.4,interpersonal,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_182,A2,making suggestions,"When you want to make suggestions, you can say things like ""Let's go to the park"" or ""How about watching a movie?"" It's good to offer ideas and see what others think. If someone doesn't like your suggestion, that's okay. You can always try again with a different idea. Making suggestions is a nice way to plan fun activities with friends or family.",63,52,2,5,12.6,interpersonal,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_183,A2,expressing agreement,"When you agree with someone, you can say ""I agree"" or ""I think so too."" You can also nod your head or give a thumbs up to show agreement. It's important to listen to the other person's ideas before expressing agreement. It's polite to acknowledge their point of view before sharing your own thoughts.",54,42,2,4,13.5,interpersonal,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_184,A2,sharing opinions,"Sharing opinions is important. When we share our thoughts, we can learn from each other. I often talk to my friends about what I like or don't like. We listen to each other and respect different opinions. It helps us understand each other better. I think it's good to have open conversations.",52,43,1,6,8.666666666666666,interpersonal,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_185,A2,making requests,"When you want something, you can make a request. You can use polite words like ""please"" and ""thank you"" to ask for things. For example, you can say ""Can I have a glass of water, please?"" or ""Could you help me with my homework, please?"" It's important to be polite when making requests.",53,41,1,5,10.6,interpersonal,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_186,A2,offering help,"I offer help to my friends when they need it. Yesterday, I helped my friend carry her heavy bag. I always try to be kind and help others whenever I can. It makes me happy to lend a helping hand.",40,33,3,4,10.0,interpersonal,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_187,A2,childhood memories,"When I was a child, I used to play outside with my friends every day. We would ride bikes, climb trees, and play games like hide and seek. I remember laughing and having so much fun. My favorite memories are of summer evenings spent running around and exploring the neighborhood until the streetlights came on.",55,47,5,4,13.75,narrative,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_188,A2,travel adventures,"Last summer, I went on a travel adventure to the beach. I swam in the ocean, built sandcastles, and collected seashells. I also went on a boat ride and saw dolphins jumping in the water. It was so much fun! I took lots of pictures to remember the trip.",49,37,2,5,9.8,narrative,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_189,A2,career goals,"My career goal is to become a teacher. I want to help students learn new things and grow. In the past, I studied education in college. I enjoy working with children and helping them succeed. I believe being a teacher is a rewarding job.",44,35,5,5,8.8,narrative,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_190,A2,learning experiences,"Last week, I learned how to bake cookies with my mom. We followed a recipe and mixed the ingredients in a bowl. Then, we put the cookie dough on a baking sheet and waited for them to bake in the oven. It was a fun experience, and the cookies turned out delicious! I can't wait to try baking something else next time.",62,46,8,5,12.4,narrative,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_191,A2,cultural encounters,"Cultural encounters happen when people from different countries meet and learn about each other's traditions. During these encounters, they may try new foods, listen to different music, and see unique dances. These experiences help people to understand and appreciate other cultures. It is important to respect each other's customs during these encounters.",52,41,2,4,13.0,narrative,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_192,A2,personal achievements,"I have achieved many things in my life. Last year, I learned how to play the guitar. It was difficult at first, but with practice, I got better. Now, I can play some songs and it makes me happy. I also finished a cooking course and can now make delicious meals for my family. I feel proud of my accomplishments.",60,49,4,6,10.0,narrative,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
